"","X","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult","total"
"4399","7nv9xg6aq",4,2,1,1,1,4,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,3,4,1,1,1,2,0,1,0,0,0,37
"4400","ec263pgjm",5,2,3,4,1,1,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,2,0,0,0,1,2,1,0,0,33
"4401","gq6dmnvlb",1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11
"4402","tlukbyv25",2,1,3,0,1,0,0,3,1,0,0,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20
"4403","h82spwl67",14,3,5,7,2,11,0,7,0,3,1,1,2,1,11,2,1,0,1,0,4,0,0,7,0,15,2,0,0,1,0,0,0,3,0,0,104
"4404","eciky6b1t",0,2,1,0,0,1,0,2,0,0,1,0,1,2,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,20
"4405","6wxmjy8ef",6,0,1,3,0,0,0,3,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"4406","oqvtjcwhr",3,1,0,0,0,0,6,4,1,1,0,1,12,2,1,0,0,1,0,0,0,0,2,0,6,0,1,1,2,0,0,0,0,0,0,0,45
"4407","c9n8dhvuy",3,1,2,1,0,1,0,1,4,1,1,0,2,1,0,13,0,1,4,0,2,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,51
"4408","r4xoyalqk",0,1,0,4,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"4409","pqn5x8ej7",3,3,0,1,2,0,3,4,2,0,0,1,5,1,3,0,1,1,0,0,0,0,1,1,4,0,0,0,2,0,2,0,0,0,0,0,40
"4410","5ucjv1nps",12,1,0,4,2,0,1,1,0,1,1,1,1,5,3,0,4,1,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,46
"4411","wgd1fpuc9",1,0,0,1,0,0,1,1,0,0,0,2,1,1,3,8,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,29
"4412","l1o8rmpwj",5,1,1,0,0,0,1,1,0,1,1,0,0,5,0,1,8,3,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,34
"4413","2y8l9dgoc",2,0,2,3,0,0,1,1,1,0,0,0,1,5,1,0,4,0,8,0,2,0,0,0,1,2,1,0,0,0,1,0,2,0,0,0,38
"4414","f1832wuam",5,0,2,3,1,1,0,2,0,1,0,1,0,1,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,27
"4415","n17cpob5a",7,4,2,1,2,1,0,0,0,0,1,0,0,1,1,5,0,0,2,0,0,1,1,0,1,1,1,0,3,6,0,7,4,1,0,7,60
"4416","l972zuj1k",1,1,1,1,4,1,7,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,0,2,0,1,0,3,1,0,0,36
"4417","xjqsm53pr",2,0,0,2,0,1,1,0,1,1,0,0,0,4,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,23
"4418","x9s4ayu3k",1,3,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14
"4419","8gjt2exz6",14,5,0,12,2,0,0,0,0,0,2,1,0,0,5,6,1,1,3,0,0,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,59
"4420","6mi9ruzks",6,2,0,3,0,1,0,2,1,0,0,0,0,10,1,3,10,3,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,48
"4421","x6c47m95s",1,0,0,1,1,0,11,0,15,5,0,2,1,0,1,1,0,0,2,0,2,0,1,2,0,0,9,1,6,0,2,0,2,0,0,0,66
"4422","3jonf2csd",1,2,2,1,1,0,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,1,0,0,0,0,0,0,28
"4423","wsrvg1fkh",1,3,0,0,2,0,1,8,1,2,1,2,4,1,1,1,0,2,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,37
"4424","o2fhknqa4",1,1,2,1,0,0,8,5,0,2,1,1,5,1,0,0,1,0,1,0,0,0,1,0,6,1,1,0,1,0,0,0,0,0,0,0,40
"4425","vna9h2wbi",10,1,1,9,0,1,8,2,3,2,0,0,0,0,0,4,0,1,7,1,0,2,3,0,2,2,4,1,2,0,3,2,0,2,0,0,73
"4426","6dcx15ifz",5,3,7,12,0,1,1,12,2,2,2,1,8,0,4,2,0,2,1,0,1,2,1,2,3,0,0,2,2,3,2,4,1,2,0,0,90
"4427","3onue9izh",7,0,1,2,0,0,4,1,4,1,0,0,1,0,2,0,0,3,1,0,0,1,0,1,1,0,7,3,1,0,4,0,0,0,0,0,45
"4428","ve62z8xw1",7,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,19
"4429","6qxbjumcg",5,0,1,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,2,0,0,0,0,4,0,0,0,26
"4430","ohz1nx78w",12,1,2,2,1,0,1,1,1,0,0,0,1,0,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32
"4431","ts91aljui",4,2,0,3,1,0,0,0,2,1,1,0,1,0,2,17,0,1,0,2,0,1,2,0,0,0,0,1,0,3,0,4,0,0,0,0,48
"4432","qkh9wurjz",8,2,0,9,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"4433","idzs9ec8r",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,16
"4434","wj71cekqi",3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,23
"4435","63bsan7i8",4,3,1,0,1,1,0,0,1,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20
"4436","ct95vbfhs",3,2,1,2,3,0,6,3,0,0,0,3,5,1,1,1,8,0,6,0,2,0,0,0,3,0,2,1,0,0,0,2,3,0,0,0,58
"4437","mr7s63q95",1,0,1,1,1,0,4,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,1,0,2,0,0,0,0,0,27
"4438","igu3zyhjs",3,0,7,1,1,2,1,10,3,0,0,1,6,0,0,1,0,0,0,0,3,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,46
"4439","ws2b5njdt",2,3,0,2,2,0,1,0,1,0,0,1,1,0,2,7,1,0,6,0,0,0,1,2,1,0,0,2,0,1,1,1,5,0,0,0,43
"4440","h69jcygd4",18,4,0,9,1,0,0,2,1,0,1,1,0,1,6,8,1,0,3,0,0,1,1,0,2,0,1,0,1,1,0,4,1,0,0,0,68
"4441","1lpfjn876",2,3,0,2,1,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,20
"4442","dlzerjiv7",2,1,10,2,2,0,1,9,1,0,0,0,0,0,0,15,1,1,4,0,3,1,2,0,0,0,0,1,0,1,1,3,0,0,0,0,61
"4443","6tpix78m4",4,0,5,1,2,4,1,0,2,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,2,1,0,0,39
"4444","dfzh765qc",1,1,3,3,0,0,1,0,0,2,1,1,0,2,0,0,1,0,2,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,3,28
"4445","qkdf4uvys",8,1,1,3,2,0,0,0,1,1,0,0,1,2,1,1,2,1,3,0,0,0,0,1,0,1,3,5,2,18,7,0,3,0,0,0,68
"4446","e2l7rdbxf",2,1,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,4,0,0,1,0,0,1,1,0,3,1,0,0,0,1,0,0,0,24
"4447","7b3t2nf4g",9,2,0,6,0,0,0,1,1,2,1,1,1,0,6,1,0,1,0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,42
"4448","ayl965i2d",1,2,0,3,1,1,5,1,5,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,35
"4449","zmi8sc6bf",10,1,3,5,0,2,1,1,3,0,1,0,1,0,5,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2,2,1,5,0,0,0,48
"4450","kqav5dc6t",3,4,0,0,1,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,20
"4451","ontei7bx4",2,0,0,2,0,0,0,0,4,1,1,0,0,1,1,0,0,1,0,3,0,0,0,2,0,0,3,2,3,0,0,0,0,0,0,0,26
"4452","zipvsanqg",0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
"4453","nyqafzdk3",2,0,2,0,1,1,3,1,0,0,0,1,2,0,1,0,2,1,0,1,0,1,2,0,0,1,1,1,1,4,1,1,1,0,0,3,35
"4454","8hytwk3vo",1,3,1,1,2,1,7,0,5,2,0,0,0,0,0,6,0,0,1,1,0,0,0,1,1,0,1,1,4,0,1,1,0,0,0,0,41
"4455","3ghyikazn",3,0,1,0,0,0,2,0,0,0,0,0,3,1,1,0,0,1,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,20
"4456","n7pxhscfv",1,3,0,2,3,0,2,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,21
"4457","9q8rfbnpi",1,1,2,0,0,2,6,0,4,4,0,1,0,0,0,0,2,0,1,2,0,0,0,5,0,1,9,0,5,0,3,0,0,0,0,0,49
"4458","zp2y6ieou",5,2,2,5,0,3,8,5,4,0,2,0,7,2,3,14,0,2,0,3,0,2,5,3,6,0,1,0,1,1,0,14,1,0,0,0,101
"4459","ct789s5du",6,2,0,4,1,1,4,0,4,0,0,0,0,0,5,0,4,1,2,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,42
"4460","h3rbvmdqy",16,4,1,8,2,7,1,2,2,0,0,4,0,0,4,0,7,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,66
"4461","ayg61v2zi",4,3,3,2,2,1,1,0,4,2,1,1,2,0,0,8,4,1,0,0,0,0,3,0,0,0,2,0,1,0,2,2,0,0,0,0,49
"4462","5hnitygrv",7,2,2,3,1,1,11,1,5,4,1,0,0,3,0,1,0,2,1,1,1,2,0,0,0,0,9,0,8,0,7,0,0,0,0,0,73
"4463","f9w6sqoar",3,3,0,0,1,0,2,3,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,3,0,2,1,8,1,0,2,1,0,0,37
"4464","axyvr4oei",2,2,6,1,0,1,1,9,1,1,0,2,3,1,0,1,0,0,1,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,42
"4465","imnpq6ylw",6,2,0,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,25
"4466","v5jpo3nwf",6,2,0,3,1,0,0,1,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,23
"4467","xmrowkv4u",4,1,0,0,0,0,2,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,21
"4468","ayeurbvwx",8,2,2,7,1,2,0,0,1,1,2,0,1,18,1,2,4,1,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,60
"4469","ij58ves6h",1,2,0,1,0,0,10,0,5,4,0,1,1,7,0,1,5,6,0,0,4,0,0,3,1,2,6,2,7,3,4,1,0,0,0,0,77
"4470","62yixpq9f",1,1,0,0,1,1,1,0,0,1,0,1,0,11,0,0,10,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,36
"4471","9pmjbhlfs",9,2,0,1,0,1,0,1,2,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,24
"4472","f698k4bhr",3,2,3,1,1,0,3,0,4,3,0,0,0,2,1,0,0,1,0,2,2,0,0,0,2,1,3,0,2,0,4,2,0,2,0,6,50
"4473","573fzhr2p",3,4,1,6,1,1,2,0,0,0,0,1,0,7,3,0,13,0,15,1,1,1,2,0,1,1,2,1,0,1,0,1,10,0,0,0,79
"4474","azsuktlno",9,1,1,6,1,0,0,4,1,2,2,1,5,1,7,0,0,0,5,4,1,0,1,0,4,1,0,1,1,0,1,0,4,0,0,0,64
"4475","zomgd7nv5",5,1,1,4,1,1,2,1,5,0,0,2,0,2,1,0,2,0,1,1,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,39
"4476","m4dkjyg83",3,1,1,1,0,0,1,3,0,1,1,0,4,1,0,0,0,0,0,1,1,0,2,0,4,0,0,2,1,0,0,1,0,0,0,0,29
"4477","di8wrqvgf",1,0,0,2,0,0,2,1,1,0,0,1,0,0,2,18,0,0,2,3,0,0,3,0,0,1,0,0,2,1,0,8,1,0,0,0,49
"4478","ibufnmxwh",2,2,4,0,0,0,2,2,2,2,0,0,2,0,1,0,1,0,2,0,0,0,3,0,1,1,0,0,0,0,1,2,0,0,0,9,39
"4479","6x85capkb",0,3,1,0,1,4,0,0,2,1,2,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
"4480","zhwr4dp6g",2,1,2,6,1,3,1,0,1,3,1,0,1,20,2,1,23,6,0,2,0,0,0,1,2,1,2,0,2,1,0,0,1,0,0,0,86
"4481","zw2rjkvuf",5,0,2,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,18
"4482","v1hkufmoa",7,1,2,0,2,3,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,27
"4483","dhqyse1ij",7,2,0,5,2,1,1,2,1,2,2,0,1,0,2,2,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,3,1,0,0,0,40
"4484","4tgp12rc5",1,3,13,1,0,0,0,13,2,2,0,1,4,0,1,2,0,1,1,1,3,1,0,2,1,1,2,1,0,1,0,1,0,0,0,0,59
"4485","2w6fanlv8",4,0,3,2,2,1,1,0,0,0,1,1,1,0,1,0,4,1,1,0,2,1,0,0,0,0,0,3,0,9,1,0,3,0,0,0,42
"4486","64v5nukdw",0,3,0,1,0,2,3,5,1,0,0,2,5,0,0,4,0,0,1,0,0,0,2,0,2,1,1,0,1,0,0,6,1,0,0,0,41
"4487","384c5zb2w",1,1,11,3,0,1,0,8,5,0,1,0,3,0,0,2,1,0,5,0,8,2,0,2,0,2,0,0,2,1,0,0,5,0,0,0,64
"4488","k7vl9wo5j",5,1,0,3,1,0,0,0,0,1,1,0,0,0,3,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,22
"4489","cehj91sb8",4,1,0,6,2,1,1,0,0,1,1,0,1,0,2,0,0,2,12,0,1,0,1,0,0,0,1,4,1,0,1,1,4,0,0,0,48
"4490","2xsypl691",5,1,1,5,0,3,2,7,0,0,0,1,5,2,1,2,2,0,4,0,0,0,2,0,6,0,2,1,0,1,0,0,3,0,0,0,56
"4491","lz2cm4hvs",20,4,1,15,0,0,1,0,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,57
"4492","rgvixcmzs",8,3,1,2,0,4,0,0,2,0,1,0,1,1,2,6,1,0,1,0,1,1,3,1,0,0,0,0,1,0,1,1,1,0,0,0,43
"4493","981xs2clz",0,1,1,2,0,3,0,1,1,0,0,4,0,1,0,0,4,0,2,0,1,1,0,1,2,0,3,0,1,0,0,0,0,2,0,0,31
"4494","hxemvo5b3",4,0,1,0,1,1,0,1,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,19
"4495","3t12zurw4",3,3,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"4496","qf94vgcia",5,2,1,2,0,1,1,2,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,25
"4497","mrlapbeih",4,2,0,5,0,0,1,0,0,2,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
"4498","emx8bs7w5",3,3,0,2,0,0,13,1,6,1,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,6,0,4,1,1,1,0,0,51
"4499","56rfymul2",5,2,2,5,1,0,4,0,5,1,2,0,2,0,1,0,2,1,8,0,1,0,1,0,1,1,7,6,8,0,4,0,1,1,0,0,72
"4500","vj9gihpn5",6,1,9,5,1,11,1,7,2,2,3,5,4,0,6,1,4,3,0,1,1,1,2,0,1,0,1,1,0,6,1,0,2,1,0,0,89
"4501","35p4h7sin",5,1,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,17
"4502","v2ruim8k3",9,5,2,10,2,2,3,4,3,0,1,2,4,1,7,14,8,0,3,0,1,2,3,2,2,0,2,1,1,0,1,9,1,1,0,0,106
"4503","u6tjdf1la",7,1,0,2,0,3,0,2,0,0,0,1,1,1,2,1,1,0,1,0,0,0,1,2,0,3,1,0,0,5,0,0,2,1,0,0,38
"4504","qgnbwizyl",4,1,1,3,2,3,1,1,1,3,0,2,1,17,1,0,10,1,1,0,0,1,0,1,1,4,1,0,1,0,0,1,1,0,0,0,64
"4505","fxs5upa7z",4,1,2,6,0,4,4,0,3,2,0,5,1,0,1,0,8,1,0,2,1,4,3,0,0,0,5,1,3,0,2,1,0,2,0,0,66
"4506","8cl6wzqxo",7,1,0,4,0,1,0,2,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25
"4507","fpe9yao8w",5,1,0,4,0,1,3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,25
"4508","hm9bt7do4",4,2,0,1,1,3,1,1,1,1,1,0,0,0,3,0,4,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,31
"4509","gk53vntl4",0,1,0,1,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"4510","kpm4aru9q",4,1,0,3,0,0,1,0,2,2,2,0,2,6,2,4,3,2,1,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0,42
"4511","o7kivrf4q",4,1,0,2,2,0,1,0,1,1,0,0,1,0,4,4,1,0,4,1,2,1,3,0,1,5,0,0,0,0,0,1,1,1,0,0,42
"4512","ut7laxeor",2,1,2,4,2,1,0,3,0,1,1,2,0,0,1,0,0,0,10,0,0,2,0,1,0,0,2,3,0,0,0,0,3,0,0,0,41
"4513","xhmbpwt58",16,3,1,12,2,1,4,2,8,3,0,0,0,1,2,1,1,0,13,2,0,1,2,1,4,0,3,4,7,0,1,2,10,0,0,3,110
"4514","svuczrg8w",0,2,0,6,1,1,1,0,0,1,0,0,0,1,0,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,25
"4515","n85zsxr2w",5,1,2,10,1,2,6,3,6,4,2,0,2,0,4,9,0,0,1,3,1,1,2,2,1,1,4,0,6,0,1,3,0,1,0,0,84
"4516","43fv9eknt",7,2,0,8,3,0,1,1,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,36
"4517","km2leypba",3,0,1,1,0,1,1,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,20
"4518","bihfsc7rg",3,4,1,0,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,22
"4519","hasuj86m3",6,3,0,4,1,0,0,2,0,1,0,0,0,2,8,0,0,0,9,1,1,3,0,0,0,1,0,1,0,0,1,0,6,0,0,0,50
"4520","bylvs9p6q",4,0,1,3,1,1,1,1,2,1,0,0,2,1,1,1,0,0,3,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,30
"4521","coj5qtupe",1,1,1,0,1,0,3,4,1,1,0,1,6,0,0,0,0,0,2,0,1,0,2,0,5,0,2,0,0,0,1,0,0,1,0,0,34
"4522","aibc8n5jp",3,2,5,0,0,2,0,6,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
"4523","e94x71jdz",4,3,0,4,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22
"4524","8bf5kwzg1",3,0,2,1,0,0,5,3,4,2,0,0,11,4,0,0,7,1,0,0,0,2,1,1,2,2,1,0,1,0,2,0,0,0,0,0,55
"4525","m93aypkro",1,2,1,3,2,2,0,1,1,0,1,2,0,0,0,7,2,0,9,1,0,0,2,0,1,0,2,0,0,0,0,1,9,0,0,0,50
"4526","sfk6ejnhl",6,2,0,4,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,23
"4527","6idawoys2",3,3,3,2,0,0,1,5,0,1,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,26
"4528","hpw73lxik",4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"4529","953lx1vbu",0,3,1,1,0,0,2,0,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,4,0,5,1,4,0,0,0,0,0,37
"4530","2th9187i5",4,3,0,1,3,0,0,1,1,0,1,2,1,1,1,9,0,1,2,0,0,0,3,1,2,0,0,0,0,1,0,5,0,0,0,0,43
"4531","5s4aj3ck8",5,3,1,4,0,0,3,7,1,2,0,2,10,1,0,0,0,0,0,1,0,1,1,1,4,1,5,0,4,1,3,0,1,0,0,0,62
"4532","mdeolu6rf",2,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"4533","vpx1f3ygn",4,2,1,0,0,0,1,2,2,0,0,0,2,1,1,13,0,1,9,0,0,1,3,0,0,0,1,1,1,1,1,13,0,0,0,0,61
"4534","gcq6ftbhm",3,0,1,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,17
"4535","wfz2e95dc",16,2,3,16,0,4,0,0,1,2,0,1,0,14,5,2,15,7,1,0,3,0,0,1,3,3,0,1,1,1,1,2,0,1,0,0,106
"4536","ejgc4b8rs",2,1,0,8,0,0,0,1,1,1,0,0,0,0,0,1,1,0,10,0,0,0,3,0,0,0,0,4,0,1,0,0,4,1,0,0,39
"4537","47hawz8xf",2,2,0,1,1,1,2,1,1,0,1,0,0,11,0,0,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,33
"4538","szr961xul",3,1,3,7,2,0,0,0,0,2,0,1,1,16,0,2,19,5,1,1,0,3,0,0,1,0,0,0,1,1,0,4,0,0,0,0,74
"4539","6tis5jxfw",2,0,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
"4540","5iurhfgns",13,3,0,11,0,0,1,0,0,2,2,0,1,2,6,0,1,0,2,4,0,1,0,4,1,0,0,1,0,0,0,0,1,1,0,0,57
"4541","96qxgziuv",2,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,5,3,0,1,0,0,0,24
"4542","wfvtzs7ba",5,0,2,12,2,0,0,1,0,1,0,2,0,2,3,2,7,0,10,0,1,0,1,0,0,1,0,2,0,0,1,3,10,1,0,0,69
"4543","t376gym9l",2,1,0,2,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15
"4544","j1d7qf985",13,0,3,16,0,1,2,2,1,2,1,2,0,0,7,1,1,1,0,1,0,2,0,1,2,0,0,0,1,1,1,1,0,0,0,0,63
"4545","yxurk2izt",1,2,1,5,1,5,0,0,1,0,2,6,3,0,0,0,5,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2,0,1,0,0,43
"4546","xlp6h21jk",10,2,8,3,0,0,2,13,2,3,0,0,1,2,2,6,0,0,3,1,3,0,2,0,0,0,0,0,0,4,0,6,1,1,0,0,75
"4547","wb9ui34do",7,2,4,2,0,2,1,13,1,1,0,1,3,1,1,0,3,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
"4548","2xjf85qus",2,0,4,2,0,0,0,6,2,0,0,0,3,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26
"4549","iclt3yhq6",2,1,1,7,5,8,7,0,6,9,0,3,0,0,0,12,7,1,8,5,0,1,0,1,1,0,9,4,9,1,4,3,3,0,0,0,118
"4550","9zu3iolgp",4,0,3,0,1,1,0,0,1,0,0,0,1,3,1,6,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,4,34
"4551","e7swuh4by",1,3,1,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,1,0,1,0,3,1,1,0,0,0,3,0,1,0,0,25
"4552","dnkhoei2p",10,2,0,5,2,2,0,0,3,1,1,0,0,0,7,0,0,0,2,1,3,1,0,0,3,1,3,0,3,0,3,1,2,0,0,0,56
"4553","u3yqslimg",4,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"4554","maqjrkuih",0,0,2,2,1,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,16
"4555","jhtirl2np",3,2,1,5,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"4556","bq6xir9jt",17,4,17,3,1,3,1,23,3,1,1,1,10,2,2,19,2,3,0,1,5,4,1,0,0,5,5,1,2,14,7,4,4,5,0,0,171
"4557","ztshyvb2c",2,0,0,0,0,0,0,0,4,0,0,0,1,0,1,11,1,1,3,0,0,0,3,0,0,0,0,0,0,1,0,4,1,0,0,0,33
